0,0,30
0,0,68
-5.87821,-6.94538,68
3.22063,-5.53607,68
3.2349,-14.17,68
10.8567,-16.8598,68
11.3824,-24.6597,68
8.79976,-21.2202,68
-5.05702,-17.629,68
8.41478,-10.4039,68
4.38994,-10.7076,68
4.25338,-11.2083,68
-2.0384,-7.42513,68
-2.2428,-5.15808,68
-9.8857,-2.19843,68
-21.4391,-0.457001,68
-29.3664,6.24945,48
-1.51528,0.418304,68
-11.3429,3.76093,68
6.61938,-0.337189,88
-6.49693,-1.25111,68
-13.9309,1.26225,68
-9.54285,1.00252,68
17.5843,0.098587,68
13.191,-1.35661,68
14.1904,-4.89114,68
24.5543,1.91632,68
0.633694,-1.54301,68
-20.8442,6.59601,68
1.72216,0.545486,78
