0,0,30
0,0,86.2
1.74947,-8.95726,86.2
6.14319,-10.7706,86.2
11.8401,-14.4237,86.2
-0.264139,-21.987,86.2
1.137,-25.3847,86.2
6.94064,-17.4547,86.2
11.4277,-8.47697,86.2
-4.37029,-13.9093,86.2
-22.7909,-9.6547,86.2
-30.0804,4.59328,86.2
-30.09,10.762,86.2
-9.82364,-6.43753,86.2
-12.5201,-3.0189,86.2
-6.22568,0.259842,86.2
-0.314087,-1.87299,86.2
4.20611,-7.51161,86.2
26.6599,-6.73331,86.2
13.751,-3.11922,86.2
25.61,3.01036,86.2
30.9194,8.87059,86.2
5.95424,-2.80464,86.2
-11.5792,-4.51927,86.2
13.099,2.69492,86.2
10.6795,-2.59047,86.2
17.988,3.74461,86.2
-11.5354,-1.43829,86.2
-34.2332,6.5797,86.2
-24.1576,2.90073,86.2
-14.3267,-6.34066,86.2
6.67096,-8.34621,86.2
-14.8949,3.26976,86.2
-23.6516,14.3262,86.2
-14.5342,1.5881,110
