0,0,20
0,0,107
-14.27464,-19.57631,107
-7.11161,-22.2122,107
-5.72477,-26.3116,107
-5.8109,-27.4487,107
-4.43804,-25.7451,107
-19.7222,-9.07078,107
17.6462,-13.7596,107
-9.31393,-6.21371,107
-13.7775,-0.99498,107
-2.74104,-4.60257,107
6.25451,-5.72285,107
-6.5601,-1.99478,107
4.0801,-6.05554,107
-15.6698,4.09755,117
-19.2655,15.3668,107
-13.0627,9.60089,107
-1.58351,1.78802,87
43.2317,-5.61224,107
51.6178,4.3295,107
36.2554,4.07875,107
3.86212,-10.0771,107
9.19893,-11.3497,107
1.81636,-7.75725,107
20.1617,1.735,107
24.9917,8.31036,107
-15.9662,-6.38148,107
-14.5269,-5.64447,107
-38.3753,4.20091,107
