0,0,30
0,0,99
0.10497,-26.00426,99
-2.49497,-29.9552,99
-1.05429,-31.9007,99
12.3244,-33.1178,99
8.45939,-27.7364,99
13.1337,-19.8188,99
-16.9038,-15.1133,99
-42.0762,5.02222,99
-23.1968,-9.1423,99
13.4584,-7.82848,99
-16.283,-1.73109,99
-26.8526,9.52371,99
-2.44215,-5.35626,99
37.232,-8.02386,99
23.2809,-5.40851,99
14.3236,-5.75076,99
26.6208,2.82855,99
34.9165,8.60448,99
-19.1055,-5.58987,99
5.08387,0.156464,99
-8.60053,-5.91907,99
-9.06119,-2.09341,99
20.3148,2.80682,99
6.87328,-5.38808,99
-21.3522,-0.609879,99
-33.0195,2.71869,99
-47.1704,21.1572,99
-14.4156,-0.197525,109
