0,0,20
0,0,83
-3.84883,-7.69765,83
-2.93764,-7.54836,83
-7.55781,-12.5148,83
-13.7237,-14.3396,83
3.30894,-20.7299,83
9.72845,-19.2696,83
0.353979,-16.9265,83
18.3349,-5.63893,83
14.7433,-5.28928,83
4.98302,-8.45482,83
15.4622,-2.70993,83
-6.75818,-7.30054,83
-26.8684,1.14512,83
-0.581793,-2.95376,83
13.7571,-0.698944,83
6.09892,-3.95555,83
-4.42248,-2.21214,83
6.82268,0.495132,83
13.1242,1.26704,83
14.8198,4.81215,83
8.32732,-0.521301,83
6.67681,1.14272,83
7.80153,1.32364,83
1.82484,-0.31369,83
-4.64198,0.819641,83
-5.17686,-0.737762,83
-1.99316,-2.49925,83
-21.5211,-3.40878,83
-3.38175,-2.30171,83
-1.00226,-3.43726,83
10.2904,1.65944,83
-15.3206,-1.43828,83
2.01157,0.349136,83
5.55001,6.91176,83
-14.1567,2.29437,83
1.83675,-0.38414,83
-7.91398,-4.90608,83
2.31829,-2.06839,83
15.9383,6.60454,83
13.4769,3.19617,83
13.6649,5.60847,83
6.22534,5.103,83
-8.91985,-3.64194,83
1.17348,-3.42347,83
10.0784,3.95027,83
11.5461,4.69818,83
-18.1209,-6.58151,83
-19.1756,-5.71771,83
-1.48531,-2.95627,83
6.45746,1.38611,83
-1.14986,2.03789,83
0.53215,1.40317,83
8.88386,3.83002,83
-12.6007,-3.07421,83
-13.7309,-4.71693,83
-17.131,-3.20213,83
-26.1816,4.49792,83
-5.72798,-2.16272,83
4.62929,-1.29303,83
15.0648,3.14006,83
-8.42464,0.741699,83
-5.45101,-3.98994,83
