0,0,20
0,0,67
-12.32521,-17.33982,77
-12.6501,-20.7858,77
-17.8837,-25.7202,77
-18.1274,-26.2538,77
9.86755,-27.2705,77
24.3211,-23.2638,77
26.1078,-17.6691,77
23.0695,-14.119,77
11.7885,-9.957,77
7.80909,-14.0561,77
-19.2121,-9.64661,77
1.14816,-9.13962,77
7.62126,-8.763,77
5.50035,-6.89745,77
10.8745,-5.11765,77
0.523651,-2.53601,77
-4.75661,5.75996,77
-18.0538,2.37704,77
-31.8146,5.79761,77
-4.69625,-2.05334,77
-9.68765,-3.70253,77
-20.3902,-0.634735,77
-16.7333,-0.0239563,77
-8.08344,-1.38719,77
12.8014,2.92879,77
34.1334,6.36002,77
10.9838,0.121643,77
-3.99221,-2.47366,77
13.6584,0.256622,77
27.498,5.02383,77
4.26463,-3.15242,77
-9.76065,-6.00952,77
-16.689,-5.86493,77
5.98192,0.924103,77
-4.54932,1.36171,77
-21.3169,2.29205,77
-12.7598,-2.82455,77
9.7616,-3.68347,77
17.7445,-3.38748,77
13.4647,-5.7393,77
-14.9433,-1.99898,77
9.48675,4.26689,77
23.4009,11.0049,77
9.88914,2.24037,77
-6.53975,-5.19322,77
-1.72771,-4.84615,77
-8.69622,-3.03815,77
-25.9091,3.34666,77
-16.1894,4.34499,77
11.5034,3.3941,77
8.64929,5.86058,77
13.1579,1.79153,77
11.035,-2.91652,77
-14.222,-2.01994,77
3.04357,-2.26265,77
20.1936,1.50056,77
21.8708,3.66168,77
-1.70006,-4.28833,77
-16.2414,1.73425,77
6.85798,2.46761,77
8.17889,-1.61174,77
0.205276,-3.80125,77
-8.92176,-4.62694,77
-33.5142,17.9029,77
-26.5746,19.3814,77
-21.9469,16.5183,77
-20.3606,9.29239,77
-16.6422,8.3459,77
15.2978,-3.12686,77
28.5937,-8.36707,77
28.1883,-6.92192,77
23.4345,-10.5732,77
13.5387,-9.06366,77
8.59802,-10.3576,77
-20.3974,-6.1367,77
-1.16675,-0.465637,77
6.62052,-1.07628,77
5.50118,-5.18024,77
10.8505,-3.31696,77
0.373745,-3.42842,77
-3.00301,-2.69394,77
-17.7346,-1.47568,77
-31.539,4.25816,77
-5.50014,-1.22762,77
-10.6581,4.39067,77
-19.4808,4.92949,77
-16.7829,1.63698,77
-8.1217,-2.68294,77
10.2897,-3.59967,77
33.2323,0.80307,77
11.0681,-0.508728,77
-2.95399,-2.20975,77
15.5463,8.77756,77
25.5794,9.59245,77
5.25361,-2.51085,77
-10.6836,-6.26373,77
-16.6481,-7.07559,77
7.1556,-6.62985,100
