0,0,20
0,0,68
-2.449257,-7.94258,68
2.01189,-4.60689,68
-3.16561,-11.5865,68
-10.7449,-15.5667,68
-12.4633,-12.219,68
-10.4555,-17.7084,68
8.87318,-15.3232,68
10.0895,-13.4723,68
2.49637,-11.4144,68
2.54459,-12.3489,68
-3.20269,-7.41515,68
-13.186,-0.227234,68
-5.32991,-2.58163,68
-6.6075,-3.40488,68
-11.2746,0.55986,68
12.4912,-1.56165,68
16.8737,-1.91556,68
11.0052,-1.35081,68
10.5872,-0.984589,68
13.6982,1.14532,68
14.5337,3.05814,68
-2.94572,-3.38066,68
4.30888,-0.997101,68
-11.2484,-0.909973,68
-18.3471,2.48384,68
-19.4184,5.3598,68
-1.68445,-1.20923,68
5.6045,-3.5419,68
-3.49543,-1.08322,68
-4.90105,-2.2397,68
5.99225,-2.46422,68
15.372,0.673904,68
7.68351,0.778305,68
-3.77082,-2.17116,68
-1.01194,-0.182953,68
-13.1177,1.61839,68
-11.6822,0.968292,68
1.5919,-1.51854,68
12.5525,0.168976,68
18.9273,4.45616,68
9.12158,1.3326,68
12.383,0.234741,68
15.3013,-0.280304,68
10.9493,-0.320587,68
11.0798,1.95641,68
-3.86607,-0.803192,68
-9.93333,-3.49054,68
2.90373,2.95673,68
