0,0,40
0,0,79
-1.102162,-7.96007,79
-2.99329,-3.28489,79
-5.30897,-9.3724,79
-9.45198,-14.4027,79
0.720097,-17.216,79
-9.93793,-13.3581,79
-2.8601,-13.5828,79
-11.1662,-2.85437,79
-5.93789,-3.99212,79
8.30206,-8.42664,79
20.2302,-4.88495,79
18.9195,-0.981865,79
13.5467,-1.04781,79
0.826957,-5.13749,79
-6.34828,-5.67838,79
-3.19238,-4.59132,79
-4.42127,-0.95166,79
4.0448,0.440475,79
-1.80922,-3.72487,79
-15.0867,4.15302,79
-20.6786,8.71064,79
-4.00321,-0.0267487,79
-9.57062,2.45647,79
0.942501,-1.58212,79
-0.775188,3.33546,79
0.940376,0.291382,79
-5.02988,-0.0350342,79
0.253147,-2.63391,95
